workout_id,duration_mins,avg_hr,max_hr,hr_spikes,pct_time_low,avg_emg,emg_fatigue,total_reps,effectiveness_label
w_6a605566,37.8,148.8,170.9,5,11.4,437.1,19.7,271,3
w_804aaff0,56.3,139.5,156.4,3,17.9,471.3,21.6,90,2
w_72f871f3,53.8,136.2,162.4,3,7.1,490.1,18.7,109,2
w_30a636dd,64.3,148.6,174.0,12,6.5,675.7,25.1,211,3
w_8db89dcf,48.6,147.4,177.3,5,11.5,434.0,13.9,198,3
w_b507b42d,35.8,124.7,142.5,3,26.5,242.0,13.7,59,1
w_a55b5246,26.1,111.3,135.9,2,23.2,307.9,11.2,80,1
w_81ad0a1e,32.3,146.0,171.5,8,3.1,554.2,27.8,172,3
w_74326e74,62.6,132.7,146.8,6,25.0,401.8,21.3,127,2
w_00573f4f,50.1,143.3,172.5,8,9.9,398.1,12.9,229,3
w_e5990b8c,43.5,126.6,147.6,6,13.6,564.9,17.2,106,2
w_2f14510c,44.6,91.3,109.0,2,37.3,247.1,8.5,93,1
w_a71b5aa0,38.1,149.4,173.7,4,4.6,521.7,21.3,127,2
w_e56ec4a8,33.6,111.3,131.4,1,36.5,299.0,10.8,55,1
w_27d84d75,27.8,99.4,121.7,2,55.7,209.0,8.5,50,1
w_06532c48,37.5,81.8,99.3,1,69.5,80.3,2.5,49,0
w_02df4e3f,8.0,134.6,162.5,2,3.2,390.7,20.6,14,0
w_642508e0,33.5,153.9,173.6,4,6.0,382.8,11.6,225,3
w_58c8a923,29.5,131.3,157.2,6,14.5,427.4,29.2,136,2
w_9ffa91b8,41.7,97.5,114.9,1,55.9,222.5,6.7,86,1
w_2dc649e2,61.1,84.4,115.1,5,56.0,698.7,30.4,74,3
w_8168b600,20.0,104.5,126.4,2,22.7,349.2,17.5,72,1
w_731e09ac,46.8,135.2,159.6,2,17.4,378.6,18.1,137,2
w_84b6f0f8,35.1,86.0,100.1,0,82.8,154.6,1.0,28,0
w_06e3e9d7,35.3,155.0,180.4,3,6.0,513.6,16.7,93,2
w_08e23f3c,7.6,73.3,82.8,2,84.8,91.9,3.3,29,0
w_0303237c,29.0,95.8,106.8,1,46.9,136.4,3.5,59,1
w_6d714847,42.8,121.7,143.8,4,36.9,388.8,15.2,87,1
w_9005bb99,15.0,86.6,102.0,0,56.2,82.1,4.1,25,0
w_cf331983,26.2,111.2,135.5,1,45.0,173.2,5.6,49,1
w_4c9ae2af,28.2,87.1,106.6,2,40.5,196.9,4.1,59,1
w_90766914,3.8,125.8,155.5,8,3.2,384.6,19.8,18,0
w_7994f65d,50.4,144.2,168.3,13,1.7,674.8,27.9,166,3
w_c4a45a6d,21.0,120.4,139.8,3,42.7,282.9,11.2,60,1
w_8cbaae60,63.4,137.8,159.1,2,14.5,486.4,12.0,126,2
w_0c803eec,10.8,80.4,96.4,0,66.7,78.9,1.3,28,0
w_63c7020d,25.8,85.5,99.9,0,66.2,79.2,4.4,34,0
w_1ae9a920,33.2,167.3,192.4,12,3.0,535.2,27.1,161,3
w_9c2e5c1e,58.9,138.9,159.2,2,13.1,435.4,22.9,98,2
w_2113da46,48.7,173.7,203.0,6,2.2,789.6,44.2,249,3
w_f98e157f,33.9,127.5,144.9,2,25.0,269.6,10.3,66,1
w_f868574f,4.3,132.3,165.4,5,14.9,531.0,18.8,5,0
w_056e3935,38.4,140.3,163.5,3,12.0,458.3,14.7,204,3
w_25f81a10,40.3,129.3,153.5,4,12.2,523.5,14.0,80,2
w_08be00a5,52.0,131.0,147.0,5,18.8,356.3,17.3,121,2
w_d594b83c,49.5,152.0,169.1,6,6.0,566.8,21.0,114,2
w_44789d48,5.1,89.4,106.6,2,85.7,133.9,3.3,9,0
w_9c751ce1,41.5,151.7,178.1,6,6.0,460.1,27.2,98,2
w_0b8a9f08,9.8,117.3,146.5,5,35.4,504.6,6.9,8,0
w_45304c51,43.5,120.2,141.9,4,20.8,335.4,9.0,51,1
w_c492e922,35.7,143.1,169.6,5,7.2,536.5,20.8,83,2
w_301a03af,16.9,127.3,155.2,3,11.4,496.0,21.8,51,1
w_548013d7,20.1,125.3,152.9,3,17.0,439.8,20.9,59,1
w_85e988af,7.2,120.1,145.5,2,7.6,505.2,19.3,11,0
w_e4b9fb06,43.8,139.5,164.5,7,8.7,350.9,23.2,112,2
w_853940c4,49.0,129.5,148.6,4,19.7,499.3,19.7,116,2
w_92bc8c21,46.0,145.7,170.5,5,12.0,378.0,25.0,106,2
w_bde31e37,49.6,127.6,145.9,3,8.8,529.0,26.0,93,2
w_92b4f111,28.7,141.0,159.0,8,10.1,472.9,22.6,106,2
w_12cba3c0,25.8,128.0,149.4,3,25.0,317.1,14.4,67,1
w_eb4aadbf,39.2,84.7,122.0,2,64.4,537.2,24.7,76,3
w_1843ea32,42.9,139.5,165.6,6,14.8,489.1,18.3,102,2
w_3cf213d7,42.0,84.2,99.8,3,64.3,689.1,29.9,75,3
w_965b3bc0,60.7,120.6,143.9,3,17.0,360.4,17.1,104,2
w_b4de79cc,16.0,130.8,153.0,5,7.3,422.3,14.7,56,1
w_516f1bb0,33.2,125.6,144.7,2,22.8,359.6,14.5,52,1
w_de8cde0e,19.8,127.7,152.4,3,13.3,422.1,20.7,51,1
w_d5a884e1,40.7,132.4,160.6,5,10.1,340.8,21.0,111,2
w_0eb0523b,26.5,117.7,130.5,1,42.8,256.8,14.9,62,1
w_a7b8984d,40.0,110.7,124.8,0,45.0,222.2,10.5,70,1
w_7ccdf9bb,14.1,140.9,165.6,4,12.0,440.7,21.9,40,1
w_b1d73683,9.8,92.8,107.8,2,87.7,54.5,3.0,20,0
w_b5918970,42.0,140.1,166.2,4,9.7,476.0,27.0,120,2
w_4e7308c4,31.7,107.6,129.7,3,33.8,367.8,15.5,54,1
w_6fcbbf3b,7.4,127.5,165.4,1,22.3,735.4,18.4,9,0
w_33f58c78,51.4,85.6,95.5,0,95.3,148.6,1.0,55,0
w_0a3d99c7,44.4,134.2,165.3,5,13.6,463.4,16.2,123,2
w_3f37e449,45.0,146.3,174.0,8,1.2,637.6,37.4,140,3
w_c661b7f1,6.0,107.0,137.3,3,34.9,620.0,17.4,12,0
w_5ac71e93,39.5,144.8,177.8,13,5.8,527.3,29.5,205,3
w_11a357fc,81.2,90.2,107.9,0,72.6,120.5,2.1,21,0
w_2ccdac4e,33.0,127.9,147.6,4,23.9,316.0,14.2,91,1
w_8582576a,38.2,140.4,159.1,2,12.0,461.0,14.1,133,2
w_525e4087,40.0,134.5,166.3,4,5.3,451.6,24.0,115,2
w_365d840e,30.5,88.4,106.8,0,59.2,95.9,5.1,64,0
w_405ba8ad,3.5,134.2,169.6,2,20.7,697.5,17.0,11,0
w_6794b8ac,26.7,101.4,126.3,2,29.6,309.1,17.1,59,1
w_6816a4b2,49.1,141.4,169.8,6,12.0,407.1,23.5,144,2
w_aadcedd0,54.9,125.1,152.9,2,18.0,416.3,12.1,87,2
w_408848fc,49.2,159.1,180.6,8,6.0,649.7,44.3,145,3
w_db51fce1,51.6,129.9,154.2,5,25.0,478.6,16.9,132,2
w_df8462ba,38.7,143.9,165.2,6,11.5,509.9,20.3,109,2
w_de514dc8,49.1,116.8,133.2,4,9.3,414.8,13.2,70,2
w_22888c19,40.4,85.5,103.6,0,79.5,88.6,3.9,57,0
w_eb6236bf,41.7,168.6,197.8,7,1.5,640.3,26.6,156,3
w_1d67e341,64.6,156.4,185.0,8,1.0,622.1,36.7,167,3
w_363cd8b8,32.1,106.8,121.7,2,44.8,372.4,8.5,83,1
w_c1bd5417,58.0,160.9,194.7,5,3.0,723.0,46.2,238,3
w_2f9b1266,41.2,137.7,162.4,6,10.5,350.2,15.1,282,3
w_eb1e171a,34.5,123.3,141.2,3,44.7,192.0,9.0,70,1
w_d3272151,53.3,146.4,170.7,3,12.0,449.6,16.6,141,2
w_77cc6457,18.1,142.5,163.4,3,11.9,364.1,18.2,50,1
w_a676b188,62.1,73.8,83.6,1,88.9,78.5,2.7,36,0
w_d50b279d,52.4,127.8,147.1,2,10.7,416.4,18.0,84,2
w_6bddfe1c,6.2,72.4,88.4,0,86.7,137.7,1.9,17,0
w_2172e927,9.8,122.7,150.7,3,21.1,745.4,8.0,3,0
w_eb7a272c,36.7,143.9,161.5,5,10.1,519.1,18.9,94,2
w_864b6f70,47.0,121.2,139.3,4,15.7,461.9,19.3,100,2
w_ae419277,48.9,162.4,180.9,6,0.8,590.6,36.6,149,3
w_1b5794b1,22.6,121.1,139.6,3,20.7,268.7,8.0,59,1
w_e09f88e8,40.7,79.6,96.3,3,69.7,127.0,3.8,60,0
w_da7cf027,20.1,88.2,97.6,0,87.1,168.1,1.1,36,0
w_9871f2c9,14.3,74.8,92.5,0,78.7,142.0,4.2,6,0
w_f1e16c0c,43.0,167.1,190.7,13,2.9,603.3,35.5,163,3
w_790bb830,28.6,116.5,141.2,2,22.1,291.4,12.6,53,1
w_4a32ba48,33.4,152.2,178.8,7,6.0,494.8,20.1,93,2
w_1cf12c19,42.2,131.0,148.3,5,16.2,456.6,16.1,130,2
w_45636342,40.2,85.5,101.6,1,60.2,550.1,36.8,59,3
w_0eadd8aa,33.7,122.2,141.8,1,20.0,294.9,12.1,58,1
w_cd9ccddd,53.8,151.6,177.6,6,5.2,612.7,27.5,248,3
w_349806bb,24.0,110.2,134.8,1,37.8,311.1,12.2,91,1
w_025186ed,46.0,92.0,110.6,0,40.8,182.4,11.3,61,1
w_b3614fe1,39.5,140.2,165.3,4,12.0,449.2,18.5,283,3
w_54e9fcb0,50.6,146.6,169.6,12,2.8,682.5,33.2,209,3
w_f2be7760,11.2,158.4,179.3,3,4.2,618.1,32.4,13,0
w_dae8ae64,62.6,115.1,139.3,2,14.9,466.0,20.4,92,2
w_63273a99,27.2,91.9,103.3,1,74.8,68.5,3.5,51,0
w_a7fd060b,7.7,81.7,91.3,1,74.4,127.0,2.9,26,0
w_d2174d46,37.1,154.2,173.6,6,6.0,573.0,36.5,198,3
w_5b2cc808,11.3,81.0,99.5,2,69.3,97.3,2.8,9,0
w_d64c15a3,64.1,143.6,171.7,10,2.4,620.2,25.1,191,3
w_10fca609,28.1,97.2,123.6,3,77.0,173.7,2.3,46,0
w_9c989103,29.8,87.2,104.3,0,65.8,71.0,4.1,38,0
w_e00a4fd7,7.3,130.9,161.2,1,22.4,568.7,15.2,3,0
w_77cb1a7b,85.5,68.3,77.3,0,71.1,159.7,0.5,16,0
w_77609eed,41.0,155.1,185.9,6,2.1,584.4,42.9,176,3
w_e85d2570,46.4,162.5,179.7,6,3.0,426.3,19.2,312,3
w_6e8e84f0,51.4,149.9,173.8,6,3.0,558.2,37.0,139,3
w_8c3bc579,39.8,151.2,167.3,5,6.0,415.6,22.0,111,2
w_71bf5b20,55.2,140.0,174.2,6,8.8,585.7,35.7,257,3
w_22d316c9,37.8,123.5,148.3,4,20.2,492.0,20.4,149,2
w_4e368198,6.6,161.3,179.3,8,2.0,417.6,17.1,76,0
w_c00a36ec,39.4,151.6,180.7,5,4.7,556.4,25.7,121,2
w_8f4de19d,33.9,108.0,122.2,1,39.7,345.0,16.2,53,1
w_e4d69e73,3.2,174.4,199.1,7,3.0,366.4,36.5,39,0
w_76d3152f,13.7,94.6,101.2,0,73.9,64.6,0.4,12,0
w_a3a65043,54.7,104.3,118.2,0,43.6,200.4,6.6,78,1
w_61370d52,29.4,101.9,117.4,0,32.4,309.0,12.6,87,1
w_01660b12,26.5,116.1,136.3,2,34.2,366.9,11.9,56,1
w_dca44819,13.4,71.8,87.7,1,58.3,131.0,1.6,22,0
w_e5c2c25d,7.9,135.4,168.7,3,25.0,686.2,11.8,4,0
w_97221886,74.5,149.3,181.9,8,8.5,734.9,29.1,209,3
w_31e027d2,37.1,156.5,185.7,5,6.0,328.2,12.0,189,3
w_a562eb5d,49.4,84.5,105.9,2,56.5,158.0,1.4,32,0
w_7c989aa6,12.2,81.0,86.3,0,60.8,67.3,1.6,27,0
w_232d5ce2,31.6,102.8,116.7,0,26.9,180.7,5.2,57,1
w_2df46899,63.6,157.4,180.2,6,1.2,616.0,40.6,193,3
w_47a8d5e2,9.9,125.1,145.3,9,1.3,630.4,33.5,59,0
w_2989b4d9,51.9,123.8,148.2,2,8.9,379.7,13.6,124,2
w_fcadf760,67.1,152.1,181.3,11,4.6,797.5,43.7,225,3
w_e62bb8b7,47.5,85.4,114.4,5,54.1,709.5,39.7,49,3
w_95fc06a6,32.6,80.4,93.6,0,56.0,82.9,3.4,62,0
w_2dcaac1f,35.1,132.4,152.1,5,7.8,427.5,24.2,120,2
w_e6aad733,20.4,124.6,142.4,1,34.8,412.3,11.0,61,1
w_69d1df2e,51.9,132.4,160.2,5,4.3,563.2,25.0,155,2
w_dab21e7e,31.7,121.6,141.8,3,32.0,341.8,8.3,68,1
w_9cde3467,34.8,73.2,92.4,1,84.7,77.4,3.1,17,0
w_6d036c05,43.0,132.3,150.9,5,9.7,409.3,23.4,113,2
w_c700cefa,3.2,101.4,135.4,4,29.4,645.1,15.4,12,0
w_540e62a2,55.1,163.1,193.8,6,3.0,564.5,44.9,169,3
w_16683815,14.1,142.4,161.3,2,7.8,330.5,14.0,40,1
w_8aee76df,3.5,102.6,126.4,2,27.8,715.4,7.0,12,0
w_5c58c08b,32.0,127.6,140.4,3,25.0,362.9,13.2,50,1
w_d7140d69,3.5,114.3,152.2,1,26.6,545.9,15.2,12,0
w_fd760840,43.3,112.5,123.2,1,44.5,205.9,10.7,93,1
w_c0604640,38.6,105.9,122.0,1,30.0,212.0,8.2,57,1
w_6badeaf7,53.0,152.4,180.6,7,4.4,587.9,38.9,176,3
w_21e3c9a9,30.9,97.6,111.9,3,83.5,178.5,1.1,33,0
w_208333d8,38.4,140.9,172.2,11,4.9,542.9,29.4,173,3
w_35a31ba7,36.3,126.3,145.4,5,19.5,563.0,25.3,118,2
w_7b6c6cd1,52.9,163.5,182.5,5,3.0,493.7,39.6,125,3
w_11450ea9,31.3,75.7,88.8,0,73.9,91.9,4.6,50,0
w_76c70fe1,48.5,90.2,110.2,0,95.9,69.5,1.1,56,0
w_50f7ed9d,27.2,121.7,137.3,3,38.8,259.0,8.1,80,1
w_2784cffe,61.2,127.5,145.1,2,8.0,495.4,12.3,80,2
w_e5f32f7f,44.0,96.7,118.6,2,72.4,709.8,25.3,42,3
w_5f2b1056,30.6,147.1,178.2,5,12.0,542.8,29.1,127,2
w_ede786f4,8.9,154.7,180.7,3,6.0,330.8,12.3,76,0
w_fcf53cca,21.0,97.9,107.9,0,71.2,76.6,1.5,23,0
w_1eae265b,19.2,129.7,152.6,2,7.2,398.1,15.7,74,1
w_6fdb11d5,62.3,164.1,195.3,11,2.4,670.8,36.5,178,3
w_25f3ae1c,19.6,122.3,147.7,5,16.8,462.2,13.5,47,1
w_4194e3fb,48.0,126.2,145.8,6,6.5,400.5,16.6,121,2
w_3788c2c3,56.2,163.8,192.9,11,3.0,727.3,43.1,208,3
w_6a30a8c9,58.7,141.6,166.2,3,9.6,425.9,13.1,133,2
w_7c0b1d40,23.9,117.9,145.7,1,16.1,253.7,10.5,71,1
w_77d50b05,24.6,114.2,129.4,3,15.4,350.8,13.0,58,1
w_089c2825,21.4,126.2,145.0,3,25.0,274.5,15.0,60,1
w_30fc69f1,4.8,81.0,87.6,1,62.4,124.7,2.6,28,0
w_922e620e,38.1,143.2,158.8,7,12.0,391.5,23.4,82,2
w_7d7bc1b2,45.1,149.9,173.5,7,10.6,534.5,24.8,149,2
w_a33b3054,5.3,95.0,105.5,1,57.2,146.3,1.1,6,0
w_2b4595a6,50.5,156.3,180.7,9,6.0,593.5,33.8,115,3
w_9e7ba47c,32.7,115.6,133.9,2,26.9,385.0,8.8,81,1
w_6d05f472,57.5,161.3,181.0,6,3.0,715.2,37.8,194,3
w_c02735c5,35.9,95.5,112.1,0,55.8,161.3,3.5,45,0
w_26398f2c,35.7,133.8,155.9,2,14.7,522.3,17.1,104,2
w_9ffa5379,37.8,93.2,103.5,1,52.4,289.8,6.2,60,1
w_71da52ec,36.9,103.8,140.8,3,63.9,617.4,21.6,44,3
w_3aa5c2a0,56.6,147.9,173.6,11,4.7,746.8,34.9,243,3
w_6d33366c,40.1,151.6,176.8,7,4.8,477.1,19.6,145,2
w_56c60e9e,44.4,138.2,169.1,5,10.6,528.6,42.6,133,3
w_89ebde82,41.0,76.1,87.4,1,72.7,135.4,1.2,21,0
w_d473526d,63.5,78.8,90.9,0,86.9,122.3,0.7,34,0
w_ded0919b,4.0,133.2,150.7,7,0.1,697.0,30.1,32,0
w_5775e1a7,50.9,131.2,147.7,6,12.1,377.3,23.7,89,2
w_de63444f,41.9,100.9,117.4,2,28.2,189.0,13.2,50,1
w_035c4a55,52.4,127.8,159.8,7,16.3,366.2,26.0,121,2
w_23b49dc2,78.8,81.3,93.8,1,88.3,155.2,0.2,46,0
w_eef93534,42.4,128.6,151.5,5,6.0,483.5,17.0,147,2
w_3b2bec3c,38.4,149.0,168.3,4,8.2,542.2,16.5,129,2
w_9cc0052d,54.6,137.3,164.9,7,3.0,411.2,21.5,292,3
w_552e78e9,11.9,79.6,89.9,0,58.7,122.2,1.7,15,0
w_2389079e,53.8,147.9,173.2,7,12.0,440.8,15.6,137,2
w_d78f9a06,44.4,145.9,162.3,5,12.0,401.8,25.5,104,2
w_b95a18f8,45.9,161.8,196.1,7,3.0,519.8,45.5,118,3
w_74ea7f65,30.8,111.1,127.7,1,26.6,265.6,10.0,62,1
w_200a9b2e,34.2,124.0,137.3,2,25.4,216.2,5.8,47,1
w_ab5f1565,39.9,157.1,178.0,5,6.0,658.6,43.7,178,3
w_2bd0e9c0,42.0,133.3,154.8,2,8.5,417.0,23.2,98,2
w_f172bae6,61.9,153.0,178.6,15,2.1,750.4,36.1,252,3
w_bbd98653,52.7,127.9,158.1,6,5.0,528.8,15.8,88,2
w_fdef3080,43.7,157.8,182.5,7,6.0,558.1,31.8,153,3
w_9a06d52e,40.6,105.7,127.3,3,41.8,180.9,11.7,80,1
w_d55d1b3f,51.2,127.7,145.0,6,6.7,440.8,24.9,102,2
w_cb71c1f1,31.2,111.4,136.4,2,20.2,253.0,10.1,91,1
w_1c1d7de5,10.1,95.8,110.1,1,68.1,184.9,4.2,14,0
w_391c57af,34.1,87.8,102.8,2,75.5,151.2,1.2,42,0
w_846047be,27.0,106.8,119.3,1,42.4,190.6,10.1,55,1
w_1428300f,36.5,116.6,130.2,3,43.3,255.6,9.5,51,1
w_b00baaa9,54.5,139.4,171.2,3,8.3,428.1,24.1,107,2
w_c822afa3,42.5,163.1,193.5,5,3.0,616.9,48.9,120,3
w_d62ae478,21.2,109.1,124.5,1,31.3,371.5,14.2,60,1
w_9aaba45f,6.3,126.1,151.7,2,17.4,631.2,14.0,9,0
w_99384603,45.6,91.1,116.6,5,67.6,552.2,32.6,66,3
w_45171533,51.7,164.0,190.9,5,3.0,628.8,30.5,120,3
w_1b64e4b3,66.3,151.3,183.9,10,5.5,578.3,31.8,234,3
w_257c5a79,12.4,80.4,93.1,0,84.8,87.7,2.4,6,0
w_8e7bb5dd,6.4,114.9,149.8,1,19.2,607.8,19.5,11,0
w_b7f2fcee,39.6,110.0,120.4,1,51.8,314.2,7.3,66,1
w_05387313,52.3,154.8,179.7,6,6.0,442.5,15.8,311,3
w_af3a05aa,64.9,167.3,192.1,11,3.0,680.1,31.4,155,3
w_273c727c,35.1,137.3,151.4,5,12.7,394.5,20.2,78,2
w_ae5ec2d3,5.0,134.6,161.6,2,1.3,524.0,33.4,59,0
w_953b2f61,13.4,142.5,163.0,3,10.9,434.0,11.8,50,1
w_d2d52b8f,50.8,83.7,99.5,0,90.9,144.0,0.6,15,0
w_77adb938,51.7,91.0,126.3,2,62.9,565.2,22.4,64,3
w_762e9ca0,24.8,120.6,142.8,3,31.4,403.6,8.4,77,1
w_6370fb4a,47.3,141.0,165.2,3,11.6,402.4,19.9,96,2
w_07923131,60.7,177.6,205.0,8,3.0,687.8,39.3,193,3
w_a784d4fa,21.2,107.0,124.4,2,22.0,392.4,14.6,63,1
w_aa170a11,6.6,124.5,157.7,8,6.0,657.0,23.3,52,0
w_cca6b77d,23.9,103.3,116.8,1,42.1,111.6,8.0,55,1
w_fff65442,45.2,89.3,111.8,0,74.2,194.1,3.5,60,0
w_ea122833,38.2,119.7,134.9,2,17.3,440.2,14.4,86,2
w_7dca2839,56.9,83.2,91.4,0,80.9,135.2,1.6,34,0
w_7492a004,47.4,149.8,165.9,8,8.3,323.6,12.3,281,3
w_622dd59f,35.1,152.0,181.1,6,6.0,468.4,28.5,92,2
w_fe34867f,7.3,91.3,103.1,0,80.9,138.6,1.8,16,0
w_2317f0ec,64.7,91.9,109.2,1,77.8,67.3,1.5,21,0
w_fa9e8d1e,59.4,99.3,120.5,1,74.1,700.1,30.1,31,3
w_18cea892,40.0,110.6,127.3,2,21.1,260.7,8.6,76,1
w_5a2ab6c7,22.9,122.5,135.4,3,27.5,361.6,15.1,57,1
w_81b90824,30.3,152.5,180.0,7,6.0,497.5,18.0,100,2
w_02254bbf,38.4,124.2,139.8,2,36.8,203.6,5.1,82,1
w_12e6ab44,46.8,177.2,210.0,6,3.0,747.4,51.3,204,3
w_1b18de48,68.2,161.4,190.1,11,1.5,667.7,44.8,223,3
w_bfa3c380,11.2,79.3,84.8,1,70.9,59.6,1.5,14,0
w_4382ae39,17.2,79.1,97.4,0,48.8,188.9,3.9,37,0
w_911da204,40.4,140.9,158.1,2,8.7,437.6,19.0,149,2
w_46901df0,30.1,107.1,128.7,2,30.7,239.4,14.0,54,1
w_f77d2599,33.6,115.8,133.7,1,37.0,404.4,8.3,72,1
w_a805d9af,70.3,68.6,83.2,1,81.9,73.5,2.2,13,0
w_ba585b49,38.1,107.9,122.4,0,40.4,197.6,10.0,85,1
w_4db99c90,37.2,113.1,136.2,3,20.8,336.2,13.6,61,1
w_18dbe493,44.7,146.2,166.2,3,4.6,328.7,22.1,237,3
w_a89d19c5,46.5,147.8,168.6,7,12.0,513.7,19.6,127,2
w_fee2f8b6,32.7,125.7,147.2,3,25.0,361.6,8.6,88,1
w_d18bdb56,23.0,97.8,114.3,1,78.4,57.7,3.3,50,0
w_8c9a30f1,37.0,93.3,105.0,0,56.7,174.7,0.4,38,0
w_b1f1a5e1,37.7,85.4,99.1,1,67.1,69.3,3.2,52,0
w_ee144241,32.6,135.6,166.6,7,11.6,568.1,24.4,97,2
w_68eaab83,35.4,131.1,157.3,6,3.7,478.9,14.3,184,3
w_4e53b0af,32.8,145.9,173.9,5,4.2,529.7,23.5,153,2
w_a2e0d015,34.9,79.9,94.7,3,61.2,180.4,3.1,40,0
w_b2c47892,50.3,113.0,134.9,0,45.0,318.4,5.1,66,1
w_0dc9f7de,43.8,130.2,157.5,5,4.5,444.0,27.8,143,2
w_0fe8f1d9,11.3,124.2,144.8,9,9.0,484.6,29.1,56,0
w_844f1f16,36.4,152.5,182.3,6,6.0,421.5,27.7,139,2
w_ddd918d0,33.3,123.9,138.1,3,34.0,344.2,12.9,87,1
w_7a07c5e6,35.8,104.2,122.2,2,45.6,222.9,9.7,52,1
w_4d4ecd3a,51.7,143.2,172.4,4,2.2,504.8,46.1,124,3
w_868cf035,79.8,79.3,95.5,1,82.3,103.5,3.4,51,0
w_8aebaa5e,6.6,84.9,103.9,2,61.2,114.7,2.3,23,0
w_41ace230,22.8,108.3,118.7,0,54.3,211.9,5.5,53,1
w_76f792cc,16.8,101.0,114.0,0,71.9,175.4,2.0,39,0
w_06132555,69.9,166.1,198.0,8,3.0,657.6,28.3,188,3
w_088c1078,7.8,100.4,124.1,1,10.0,611.4,10.3,8,0
w_12fa59fd,40.4,158.0,191.4,5,4.9,688.0,32.0,149,3
w_126e4d7b,41.3,132.3,153.0,6,14.7,438.9,29.6,86,2
w_0b9cf03e,43.8,172.4,199.9,7,1.1,671.9,38.4,238,3
w_885ded75,7.7,76.3,92.7,1,78.4,71.6,3.4,29,0
w_a79ef4f5,41.4,157.5,180.0,7,6.0,445.9,16.8,139,2
w_70db75db,25.3,99.0,113.5,3,56.6,148.8,3.8,23,0
w_a683caf3,53.1,102.4,115.4,2,54.0,265.2,4.5,53,1
w_f3db23b7,51.3,142.0,174.6,12,6.3,529.5,39.4,167,3
w_481f4657,33.8,99.3,119.7,0,39.2,317.3,8.4,53,1
w_f83a6108,13.9,84.0,95.0,2,65.3,66.2,4.9,24,0
w_e0fc009e,45.6,150.3,180.7,8,5.6,604.4,30.4,180,3
w_b5cb4d70,50.4,150.6,166.1,6,4.3,477.4,19.5,84,2
w_99e73f4a,53.1,99.9,111.2,2,62.6,135.9,4.6,44,0
w_63db4f79,8.4,74.6,93.9,0,50.0,134.3,0.5,8,0
w_9ad39be5,35.7,143.4,162.1,8,12.0,464.5,20.0,117,2
w_7b7caf68,64.4,149.7,183.7,7,4.7,581.0,48.7,236,3
w_42227291,32.2,125.3,150.6,3,25.0,327.7,12.5,89,1
w_1ce40329,53.6,140.7,157.5,3,11.4,318.8,14.9,217,3
w_5a35cc9c,39.9,138.3,160.0,5,13.6,358.6,13.4,208,3
w_61ab28b7,15.0,141.4,166.3,2,9.4,438.4,14.3,70,1
w_58d68483,32.1,83.8,101.4,0,73.5,93.4,1.0,47,0
w_ececfd87,85.7,65.9,75.7,0,87.1,178.4,1.1,42,0
w_4a242e25,47.4,151.8,178.8,9,6.0,550.4,47.6,138,3
w_dc1aa219,57.7,156.5,185.5,8,2.0,812.7,44.2,194,3
w_54b8826e,38.4,101.2,124.6,1,24.3,326.3,6.2,83,1
w_cf70a845,7.6,123.4,150.4,1,21.2,651.4,12.3,8,0
w_d6d70fec,46.0,144.0,166.3,13,2.0,604.2,34.5,156,3
w_8820b80a,47.6,157.9,184.0,10,6.0,628.3,33.3,143,3
w_4500d1db,20.0,118.7,138.5,3,21.8,299.5,16.0,69,1
w_62d7eac7,46.8,100.3,126.1,4,72.5,597.5,36.7,78,3
w_2c0d7aa0,32.3,137.7,168.3,7,6.7,393.4,19.4,106,2
w_c44e9121,7.0,100.4,115.2,2,61.3,142.2,1.9,10,0
w_b8badd9e,38.4,98.2,121.5,2,47.4,335.7,11.3,45,1
w_e67a43cf,47.6,88.9,99.0,1,80.2,49.6,2.7,45,0
w_d03acd2f,33.5,70.8,89.4,0,86.7,54.8,1.1,27,0
w_ace81496,39.7,139.1,161.5,6,10.9,381.5,16.2,136,2
w_46396184,8.1,139.6,174.3,2,0.1,390.1,21.0,44,0
w_db68cedc,30.4,77.5,100.7,0,73.1,168.8,4.5,61,0
w_fbd6a1d5,51.4,110.6,124.8,1,45.0,214.0,10.9,82,1
w_09ee2438,55.7,155.1,179.7,6,6.0,338.0,17.7,300,3
w_18e53bb8,36.1,128.0,150.6,2,8.4,517.0,22.7,84,2
w_c5d0577d,41.6,128.3,158.8,7,12.6,451.5,24.2,96,2
w_142ac7d6,27.8,121.0,142.8,3,34.7,408.7,8.5,57,1
w_f2412439,35.9,117.5,131.6,1,36.5,337.2,12.8,102,1
w_41e97605,41.8,157.4,184.4,5,6.0,495.2,19.7,131,2
w_b194dd22,25.6,111.1,127.0,3,24.5,248.4,11.7,55,1
w_4243fcf8,11.4,102.0,120.1,1,64.3,182.2,0.6,39,0
w_726b319a,21.0,94.9,114.1,1,72.3,161.5,0.5,32,0
w_c97f80f9,60.2,164.1,188.9,11,3.0,732.2,31.2,265,3
w_75dbb98c,40.6,153.2,182.9,6,6.0,494.2,16.8,91,2
w_e0c1a726,50.0,82.2,96.3,3,69.8,209.0,4.4,22,0
w_5c624fcc,35.9,143.4,165.2,3,4.9,517.1,18.7,129,2
w_07b64b2e,28.1,130.9,157.5,1,19.9,248.1,12.3,55,1
w_cfdf99a4,25.9,122.9,142.1,1,31.5,250.8,10.2,89,1
